  <Transcript StartTime="0.0" EndTime="5222.894">
    <Segment StartTime="0.000" EndTime="0.876" Participant="me026">
    <Segment StartTime="0.278" EndTime="1.225" Participant="mn007">
    <Segment StartTime="0.931" EndTime="1.574" Participant="fn002">
    <Segment StartTime="0.931" EndTime="3.611" Participant="me034">
    <Segment StartTime="1.488" EndTime="2.122" Participant="me026">
    <Segment StartTime="1.586" EndTime="2.456" Participant="mn007">
    <Segment StartTime="1.856" EndTime="2.576" Participant="me018">
    <Segment StartTime="3.426" EndTime="4.987" Participant="mn007">
    <Segment StartTime="3.611" EndTime="5.851" Participant="me006">
    <Segment StartTime="3.635" EndTime="5.635" Participant="me018">
    <Segment StartTime="5.130" EndTime="6.718" Participant="me013">
    <Segment StartTime="5.566" EndTime="6.718" Participant="me034">
    <Segment StartTime="6.718" EndTime="7.380" Participant="me013">
    <Segment StartTime="7.901" EndTime="8.772" Participant="me013">
    <Segment StartTime="8.772" EndTime="9.542" Participant="me013">
    <Segment StartTime="10.179" EndTime="11.200" Participant="me013">
    <Segment StartTime="11.200" EndTime="14.813" Participant="me013">
    <Segment StartTime="14.169" EndTime="15.415" CloseMic="false">
    <Segment StartTime="14.813" EndTime="14.988" Participant="me013">
    <Segment StartTime="15.632" EndTime="16.119" Participant="me013">
    <Segment StartTime="493.678" EndTime="498.374" Participant="me018">
    <Segment StartTime="493.678" EndTime="494.639" Participant="me013">
    <Segment StartTime="494.612" EndTime="496.196" Participant="me006">
    <Segment StartTime="495.785" EndTime="498.374" Participant="me013">
    <Segment StartTime="498.374" EndTime="505.063" Participant="me013">
    <Segment StartTime="505.063" EndTime="505.900" Participant="me013">
    <Segment StartTime="505.900" EndTime="506.911" Participant="me013">
    <Segment StartTime="506.911" EndTime="510.839" Participant="me013">
    <Segment StartTime="510.839" EndTime="514.190" Participant="me013">
    <Segment StartTime="510.839" EndTime="514.190" Participant="me018">
    <Segment StartTime="514.431" EndTime="520.956" Participant="me006">
    <Segment StartTime="518.325" EndTime="519.023" Participant="me013">
    <Segment StartTime="520.983" EndTime="521.599" Participant="me013">
    <Segment StartTime="521.996" EndTime="523.168" Participant="me013">
    <Segment StartTime="523.769" EndTime="524.808" Participant="me013">
    <Segment StartTime="524.808" EndTime="528.083" Participant="me013">
    <Segment StartTime="528.083" EndTime="529.651" Participant="me013">
    <Segment StartTime="529.651" EndTime="532.103" Participant="me013">
    <Segment StartTime="532.390" EndTime="536.318" Participant="me013">
    <Segment StartTime="538.680" EndTime="539.206" Participant="me013">
    <Segment StartTime="539.917" EndTime="540.712" Participant="mn007">
    <Segment StartTime="540.238" EndTime="541.723" Participant="me013">
    <Segment StartTime="540.778" EndTime="541.331" Participant="fn002">
    <Segment StartTime="540.863" EndTime="541.200" Participant="mn007">
    <Segment StartTime="540.992" EndTime="541.920" Participant="me006">
    <Segment StartTime="541.723" EndTime="545.220" Participant="me013">
    <Segment StartTime="541.743" EndTime="542.879" Participant="mn007">
    <Segment StartTime="545.519" EndTime="546.410" Participant="fn002">
    <Segment StartTime="546.410" EndTime="547.131" Participant="me013">
    <Segment StartTime="547.632" EndTime="549.816" Participant="me013">
    <Segment StartTime="548.010" EndTime="549.816" Participant="me006">
    <Segment StartTime="549.816" EndTime="550.940" Participant="me013">
    <Segment StartTime="551.620" EndTime="554.281" Participant="me013">
    <Segment StartTime="554.447" EndTime="555.820" Participant="me018">
    <Segment StartTime="556.379" EndTime="556.742" Participant="me013">
    <Segment StartTime="556.742" EndTime="559.602" Participant="me013">
    <Segment StartTime="561.500" EndTime="566.347" Participant="me013">
    <Segment StartTime="566.347" EndTime="567.095" Participant="me013">
    <Segment StartTime="566.582" EndTime="570.655" Participant="me018">
    <Segment StartTime="569.964" EndTime="570.833" Participant="me013">
    <Segment StartTime="570.249" EndTime="571.304" Participant="me034">
    <Segment StartTime="570.868" EndTime="572.160" Participant="me006">
    <Segment StartTime="570.919" EndTime="571.364" Participant="me018">
    <Segment StartTime="571.858" EndTime="572.428" Participant="me013">
    <Segment StartTime="571.954" EndTime="574.482" Participant="me018">
    <Segment StartTime="573.149" EndTime="574.503" Participant="me013">
    <Segment StartTime="574.554" EndTime="574.826" Participant="me018">
    <Segment StartTime="575.360" EndTime="577.830" Participant="me013">
    <Segment StartTime="576.113" EndTime="576.456" Participant="me034">
    <Segment StartTime="577.472" EndTime="578.760" Participant="me018">
    <Segment StartTime="577.830" EndTime="582.252" Participant="me013">
    <Segment StartTime="580.420" EndTime="580.920" Participant="me018">
    <Segment StartTime="582.252" EndTime="584.982" Participant="me013">
    <Segment StartTime="583.810" EndTime="584.477" Participant="me018">
    <Segment StartTime="585.180" EndTime="587.050" Participant="me013">
    <Segment StartTime="587.939" EndTime="589.271" Participant="me013">
    <Segment StartTime="589.680" EndTime="590.069" Participant="me013">
    <Segment StartTime="590.516" EndTime="592.021" Participant="me013">
    <Segment StartTime="592.021" EndTime="595.233" Participant="me013">
    <Segment StartTime="595.233" EndTime="596.785" Participant="me013">
    <Segment StartTime="596.785" EndTime="598.556" Participant="me013">
    <Segment StartTime="598.556" EndTime="600.991" Participant="me013">
    <Segment StartTime="600.991" EndTime="602.611" Participant="me013">
    <Segment StartTime="602.611" EndTime="603.369" Participant="me013">
    <Segment StartTime="603.369" EndTime="604.320" Participant="me013">
    <Segment StartTime="603.419" EndTime="605.571" Participant="me006">
    <Segment StartTime="604.320" EndTime="606.031" Participant="me013">
    <Segment StartTime="606.008" EndTime="607.115" Participant="me006">
    <Segment StartTime="606.031" EndTime="607.410" Participant="me013">
    <Segment StartTime="607.410" EndTime="607.971" Participant="me013">
    <Segment StartTime="607.971" EndTime="610.363" Participant="me013">
    <Segment StartTime="610.363" EndTime="613.260" Participant="me013">
    <Segment StartTime="611.380" EndTime="612.372" Participant="me006">
    <Segment StartTime="613.260" EndTime="613.630" Participant="me006">
    <Segment StartTime="613.577" EndTime="618.002" Participant="me013">
    <Segment StartTime="613.630" EndTime="614.117" Participant="me006">
    <Segment StartTime="615.643" EndTime="616.984" Participant="mn007">
    <Segment StartTime="616.984" EndTime="617.728" Participant="mn007">
    <Segment StartTime="618.002" EndTime="620.251" Participant="me013">
    <Segment StartTime="620.689" EndTime="622.624" Participant="me006">
    <Segment StartTime="620.689" EndTime="622.412" Participant="me013">
    <Segment StartTime="622.412" EndTime="623.420" Participant="me013">
    <Segment StartTime="623.552" EndTime="623.909" Participant="me006">
    <Segment StartTime="623.980" EndTime="625.190" Participant="me013">
    <Segment StartTime="625.190" EndTime="627.540" Participant="me013">
    <Segment StartTime="627.540" EndTime="628.721" Participant="me013">
    <Segment StartTime="628.721" EndTime="631.992" Participant="me013">
    <Segment StartTime="629.193" EndTime="633.756" Participant="me006">
    <Segment StartTime="631.992" EndTime="632.878" Participant="me013">
    <Segment StartTime="632.878" EndTime="634.803" Participant="me013">
    <Segment StartTime="634.803" EndTime="637.062" Participant="me013">
    <Segment StartTime="637.062" EndTime="637.773" Participant="me013">
    <Segment StartTime="637.773" EndTime="640.142" Participant="me013">
    <Segment StartTime="639.328" EndTime="639.785" Participant="me006">
    <Segment StartTime="640.331" EndTime="642.091" Participant="me006">
    <Segment StartTime="641.400" EndTime="642.071" Participant="me013">
    <Segment StartTime="642.071" EndTime="645.320" Participant="me013">
    <Segment StartTime="645.320" EndTime="647.641" Participant="me013">
    <Segment StartTime="647.641" EndTime="649.661" Participant="me013">
    <Segment StartTime="649.661" EndTime="650.550" Participant="me013">
    <Segment StartTime="650.550" EndTime="652.811" Participant="me013">
    <Segment StartTime="652.901" EndTime="653.536" Participant="me013">
    <Segment StartTime="654.290" EndTime="657.800" Participant="me013">
    <Segment StartTime="658.276" EndTime="659.375" Participant="mn007">
    <Segment StartTime="659.821" EndTime="659.901" Participant="mn007">
    <Segment StartTime="659.901" EndTime="663.736" Participant="mn007">
    <Segment StartTime="663.736" EndTime="664.475" Participant="me013">
    <Segment StartTime="664.475" EndTime="665.716" Participant="mn007">
    <Segment StartTime="667.046" EndTime="667.823" Participant="mn007">
    <Segment StartTime="667.823" EndTime="669.040" Participant="mn007">
    <Segment StartTime="669.040" EndTime="670.290" Participant="mn007">
    <Segment StartTime="670.290" EndTime="673.900" Participant="mn007">
    <Segment StartTime="674.650" EndTime="676.999" Participant="mn007">
    <Segment StartTime="677.190" EndTime="679.408" Participant="mn007">
    <Segment StartTime="680.026" EndTime="681.930" Participant="mn007">
    <Segment StartTime="681.930" EndTime="683.780" Participant="mn007">
    <Segment StartTime="684.781" EndTime="685.692" Participant="mn007">
    <Segment StartTime="686.050" EndTime="687.740" Participant="mn007">
    <Segment StartTime="687.740" EndTime="691.681" Participant="mn007">
    <Segment StartTime="691.681" EndTime="694.626" Participant="mn007">
    <Segment StartTime="700.834" EndTime="706.193" Participant="mn007">
    <Segment StartTime="706.677" EndTime="707.744" Participant="mn007">
    <Segment StartTime="709.184" EndTime="709.777" Participant="me013">
    <Segment StartTime="711.500" EndTime="713.050" Participant="me013">
    <Segment StartTime="713.050" EndTime="714.791" Participant="me013">
    <Segment StartTime="714.791" EndTime="717.095" Participant="me013">
    <Segment StartTime="717.154" EndTime="717.442" Participant="mn007">
    <Segment StartTime="717.598" EndTime="718.117" Participant="me013">
    <Segment StartTime="719.190" EndTime="719.759" Participant="me013">
    <Segment StartTime="720.509" EndTime="723.830" Participant="me013">
    <Segment StartTime="724.780" EndTime="725.822" Participant="me013">
    <Segment StartTime="726.910" EndTime="728.032" Participant="me013">
    <Segment StartTime="729.040" EndTime="731.050" Participant="me013">
    <Segment StartTime="731.590" EndTime="733.171" Participant="mn007">
    <Segment StartTime="732.468" EndTime="735.452" Participant="me013">
    <Segment StartTime="735.452" EndTime="736.920" Participant="me013">
    <Segment StartTime="736.920" EndTime="738.651" Participant="me013">
    <Segment StartTime="738.441" EndTime="738.737" Participant="mn007">
