  <Transcript StartTime="0.0" EndTime="5980.085">
    <Segment StartTime="0.000" EndTime="1.430" CloseMic="false">
    <Segment StartTime="0.000" EndTime="1.012" Participant="mn035">
    <Segment StartTime="3.644" EndTime="5.106" Participant="mn035">
    <Segment StartTime="6.690" EndTime="8.000" Participant="me011">
    <Segment StartTime="8.259" EndTime="9.365" Participant="mn082">
    <Segment StartTime="8.430" EndTime="9.685" Participant="me011">
    <Segment StartTime="9.685" EndTime="11.163" Participant="me011">
    <Segment StartTime="11.163" EndTime="12.517" Participant="me011">
    <Segment StartTime="12.517" EndTime="14.897" Participant="me011">
    <Segment StartTime="14.897" EndTime="17.010" Participant="me011">
    <Segment StartTime="108.806" EndTime="109.509" Participant="mn021" DigitTask="true">
    <Segment StartTime="109.692" EndTime="112.173" Participant="mn021" DigitTask="true">
    <Segment StartTime="112.600" EndTime="113.893" Participant="mn021" DigitTask="true">
    <Segment StartTime="113.918" EndTime="115.135" Participant="mn021" DigitTask="true">
    <Segment StartTime="115.230" EndTime="117.178" Participant="mn021" DigitTask="true">
    <Segment StartTime="117.463" EndTime="118.675" Participant="mn021" DigitTask="true">
    <Segment StartTime="118.828" EndTime="119.347" Participant="mn021" DigitTask="true">
    <Segment StartTime="119.347" EndTime="120.060" Participant="mn021" DigitTask="true">
    <Segment StartTime="120.317" EndTime="120.963" Participant="mn021" DigitTask="true">
    <Segment StartTime="121.239" EndTime="124.709" Participant="mn021" DigitTask="true">
    <Segment StartTime="126.030" EndTime="131.443" Participant="me011">
    <Segment StartTime="126.030" EndTime="131.443" Participant="mn082" DigitTask="true">
    <Segment StartTime="132.129" EndTime="134.808" Participant="mn082" DigitTask="true">
    <Segment StartTime="135.142" EndTime="137.185" Participant="mn082" DigitTask="true">
    <Segment StartTime="137.334" EndTime="138.485" Participant="mn082" DigitTask="true">
    <Segment StartTime="138.770" EndTime="139.283" Participant="mn082" DigitTask="true">
    <Segment StartTime="139.798" EndTime="141.082" Participant="mn082" DigitTask="true">
    <Segment StartTime="141.167" EndTime="143.667" Participant="mn082" DigitTask="true">
    <Segment StartTime="143.724" EndTime="144.770" Participant="mn082" DigitTask="true">
    <Segment StartTime="145.099" EndTime="146.458" Participant="mn082" DigitTask="true">
    <Segment StartTime="146.848" EndTime="149.395" Participant="mn082" DigitTask="true">
    <Segment StartTime="149.677" EndTime="151.631" Participant="mn082" DigitTask="true">
    <Segment StartTime="151.631" EndTime="152.487" Participant="mn082" DigitTask="true">
    <Segment StartTime="152.606" EndTime="153.357" Participant="mn082" DigitTask="true">
    <Segment StartTime="153.433" EndTime="154.441" Participant="mn082" DigitTask="true">
    <Segment StartTime="154.768" EndTime="155.201" Participant="mn082" DigitTask="true">
    <Segment StartTime="155.201" EndTime="157.321" Participant="mn082" DigitTask="true">
    <Segment StartTime="157.869" EndTime="158.928" Participant="mn082" DigitTask="true">
    <Segment StartTime="159.266" EndTime="160.445" Participant="mn082" DigitTask="true">
    <Segment StartTime="160.612" EndTime="161.648" Participant="mn082" DigitTask="true">
    <Segment StartTime="161.924" EndTime="163.882" Participant="mn082" DigitTask="true">
    <Segment StartTime="164.034" EndTime="164.804" Participant="mn082" DigitTask="true">
    <Segment StartTime="164.996" EndTime="167.875" Participant="mn082" DigitTask="true">
    <Segment StartTime="170.016" EndTime="175.776" Participant="mn030" DigitTask="true">
    <Segment StartTime="176.768" EndTime="177.931" Participant="mn030" DigitTask="true">
    <Segment StartTime="177.931" EndTime="179.030" Participant="mn030" DigitTask="true">
    <Segment StartTime="179.106" EndTime="179.981" Participant="mn030" DigitTask="true">
    <Segment StartTime="180.319" EndTime="182.449" Participant="mn030" DigitTask="true">
    <Segment StartTime="182.810" EndTime="185.956" Participant="mn030" DigitTask="true">
    <Segment StartTime="186.310" EndTime="187.146" Participant="mn030" DigitTask="true">
    <Segment StartTime="187.365" EndTime="187.908" Participant="mn030" DigitTask="true">
    <Segment StartTime="188.258" EndTime="189.161" Participant="mn030" DigitTask="true">
    <Segment StartTime="189.633" EndTime="191.381" Participant="mn030" DigitTask="true">
    <Segment StartTime="191.952" EndTime="193.217" Participant="mn030" DigitTask="true">
    <Segment StartTime="193.555" EndTime="196.625" Participant="mn030" DigitTask="true">
    <Segment StartTime="197.449" EndTime="199.157" Participant="mn030" DigitTask="true">
    <Segment StartTime="200.255" EndTime="201.912" Participant="mn030" DigitTask="true">
    <Segment StartTime="202.317" EndTime="202.835" Participant="mn030" DigitTask="true">
    <Segment StartTime="203.306" EndTime="203.878" Participant="mn030" DigitTask="true">
    <Segment StartTime="204.304" EndTime="205.060" Participant="mn030" DigitTask="true">
    <Segment StartTime="205.536" EndTime="207.460" Participant="mn030" DigitTask="true">
    <Segment StartTime="208.241" EndTime="209.081" Participant="mn030" DigitTask="true">
    <Segment StartTime="209.753" EndTime="210.931" Participant="mn030" DigitTask="true">
    <Segment StartTime="211.169" EndTime="212.018" Participant="mn030" DigitTask="true">
    <Segment StartTime="213.923" EndTime="214.509" Participant="me011">
    <Segment StartTime="214.978" EndTime="219.667" Participant="mn035" DigitTask="true">
    <Segment StartTime="220.183" EndTime="221.563" Participant="mn035" DigitTask="true">
    <Segment StartTime="221.610" EndTime="223.093" Participant="mn035" DigitTask="true">
    <Segment StartTime="223.279" EndTime="225.028" Participant="mn035" DigitTask="true">
    <Segment StartTime="225.314" EndTime="226.701" Participant="mn035" DigitTask="true">
    <Segment StartTime="226.979" EndTime="227.882" Participant="mn035" DigitTask="true">
    <Segment StartTime="228.110" EndTime="229.558" Participant="mn035" DigitTask="true">
    <Segment StartTime="229.641" EndTime="230.230" Participant="mn035" DigitTask="true">
    <Segment StartTime="230.287" EndTime="230.943" Participant="mn035" DigitTask="true">
    <Segment StartTime="230.962" EndTime="231.665" Participant="mn035" DigitTask="true">
    <Segment StartTime="231.928" EndTime="233.848" Participant="mn035" DigitTask="true">
    <Segment StartTime="234.063" EndTime="236.667" Participant="mn035" DigitTask="true">
    <Segment StartTime="236.952" EndTime="238.340" Participant="mn035" DigitTask="true">
    <Segment StartTime="239.239" EndTime="239.862" Participant="mn035" DigitTask="true">
    <Segment StartTime="239.940" EndTime="242.677" Participant="mn035" DigitTask="true">
    <Segment StartTime="243.437" EndTime="244.255" Participant="mn035" DigitTask="true">
    <Segment StartTime="244.456" EndTime="245.483" Participant="mn035" DigitTask="true">
    <Segment StartTime="245.939" EndTime="248.011" Participant="mn035" DigitTask="true">
    <Segment StartTime="248.097" EndTime="249.485" Participant="mn035" DigitTask="true">
    <Segment StartTime="249.627" EndTime="250.255" Participant="mn035" DigitTask="true">
    <Segment StartTime="250.293" EndTime="250.727" Participant="mn035" DigitTask="true">
    <Segment StartTime="252.910" EndTime="256.501" Participant="mn081" DigitTask="true">
    <Segment StartTime="257.458" EndTime="258.540" Participant="mn081" DigitTask="true">
    <Segment StartTime="258.599" EndTime="259.273" Participant="mn081" DigitTask="true">
    <Segment StartTime="259.321" EndTime="260.110" Participant="mn081" DigitTask="true">
    <Segment StartTime="260.167" EndTime="260.918" Participant="mn081" DigitTask="true">
    <Segment StartTime="261.215" EndTime="264.342" Participant="mn081" DigitTask="true">
    <Segment StartTime="264.608" EndTime="265.568" Participant="mn081" DigitTask="true">
    <Segment StartTime="266.093" EndTime="269.040" Participant="mn081" DigitTask="true">
    <Segment StartTime="269.648" EndTime="271.193" Participant="mn081" DigitTask="true">
    <Segment StartTime="271.355" EndTime="273.599" Participant="mn081" DigitTask="true">
    <Segment StartTime="273.912" EndTime="275.785" Participant="mn081" DigitTask="true">
    <Segment StartTime="276.091" EndTime="278.106" Participant="mn081" DigitTask="true">
    <Segment StartTime="278.449" EndTime="279.808" Participant="mn081" DigitTask="true">
    <Segment StartTime="280.429" EndTime="282.979" Participant="mn081" DigitTask="true">
    <Segment StartTime="283.365" EndTime="285.047" Participant="mn081" DigitTask="true">
    <Segment StartTime="285.114" EndTime="287.063" Participant="mn081" DigitTask="true">
    <Segment StartTime="287.433" EndTime="288.760" Participant="mn081" DigitTask="true">
    <Segment StartTime="288.956" EndTime="291.295" Participant="mn081" DigitTask="true">
    <Segment StartTime="291.485" EndTime="292.236" Participant="mn081" DigitTask="true">
    <Segment StartTime="292.245" EndTime="292.882" Participant="mn081" DigitTask="true">
    <Segment StartTime="293.540" EndTime="295.771" Participant="mn081" DigitTask="true">
    <Segment StartTime="295.771" EndTime="296.650" Participant="me011">
    <Segment StartTime="297.433" EndTime="299.286" Participant="me011">
    <Segment StartTime="298.162" EndTime="298.818" Participant="mn081">
    <Segment StartTime="299.286" EndTime="300.687" Participant="me011">
    <Segment StartTime="300.925" EndTime="302.180" Participant="me011">
    <Segment StartTime="302.180" EndTime="303.442" Participant="me011">
    <Segment StartTime="303.795" EndTime="306.822" Participant="me011">
    <Segment StartTime="307.260" EndTime="310.707" Participant="me011">
    <Segment StartTime="311.634" EndTime="312.370" Participant="me011">
    <Segment StartTime="312.370" EndTime="313.471" Participant="mn021">
    <Segment StartTime="313.019" EndTime="314.268" Participant="mn082">
    <Segment StartTime="314.589" EndTime="315.979" Participant="mn082">
    <Segment StartTime="315.979" EndTime="316.288" Participant="me011">
    <Segment StartTime="316.288" EndTime="316.891" Participant="mn082">
    <Segment StartTime="316.891" EndTime="318.720" Participant="me011">
    <Segment StartTime="316.891" EndTime="317.480" Participant="mn082">
    <Segment StartTime="317.480" EndTime="318.720" Participant="mn082">
    <Segment StartTime="318.720" EndTime="319.717" Participant="me011">
    <Segment StartTime="319.717" EndTime="320.810" Participant="me011">
    <Segment StartTime="319.717" EndTime="320.810" Participant="mn082">
    <Segment StartTime="320.810" EndTime="321.380" Participant="me011">
    <Segment StartTime="321.380" EndTime="321.997" Participant="me011">
    <Segment StartTime="321.997" EndTime="323.019" Participant="me011">
    <Segment StartTime="323.019" EndTime="324.064" Participant="me011">
    <Segment StartTime="324.064" EndTime="324.833" Participant="me011">
    <Segment StartTime="325.200" EndTime="326.066" Participant="mn021">
    <Segment StartTime="325.210" EndTime="325.940" Participant="me011">
    <Segment StartTime="326.700" EndTime="327.043" Participant="me011">
    <Segment StartTime="327.945" EndTime="328.658" Participant="me011">
    <Segment StartTime="328.658" EndTime="329.822" Participant="me011">
    <Segment StartTime="329.822" EndTime="331.745" Participant="me011">
    <Segment StartTime="331.745" EndTime="333.459" Participant="mn082">
    <Segment StartTime="332.506" EndTime="332.862" Participant="me011">
    <Segment StartTime="335.166" EndTime="337.540" Participant="fn083">
    <Segment StartTime="337.540" EndTime="339.223" Participant="fn083">
    <Segment StartTime="339.223" EndTime="341.931" Participant="fn083">
    <Segment StartTime="341.431" EndTime="343.023" Participant="mn082">
    <Segment StartTime="341.931" EndTime="343.023" Participant="me011">
    <Segment StartTime="341.931" EndTime="343.023" Participant="fn083">
    <Segment StartTime="343.023" EndTime="343.997" Participant="me011">
    <Segment StartTime="343.023" EndTime="343.997" Participant="fn083">
    <Segment StartTime="343.997" EndTime="346.016" Participant="fn083">
    <Segment StartTime="346.370" EndTime="347.531" Participant="fn083">
    <Segment StartTime="347.400" EndTime="349.280" Participant="me011">
    <Segment StartTime="349.280" EndTime="349.931" Participant="fn083">
    <Segment StartTime="349.931" EndTime="352.543" Participant="me011">
    <Segment StartTime="352.382" EndTime="354.444" Participant="fn083">
    <Segment StartTime="352.543" EndTime="354.630" Participant="me011">
    <Segment StartTime="352.970" EndTime="354.909" Participant="mn082">
    <Segment StartTime="357.935" EndTime="358.951" Participant="mn082">
    <Segment StartTime="359.434" EndTime="359.996" Participant="mn082">
    <Segment StartTime="359.996" EndTime="360.730" Participant="me011">
    <Segment StartTime="360.609" EndTime="362.015" Participant="mn082">
    <Segment StartTime="360.884" EndTime="361.628" Participant="mn021">
    <Segment StartTime="362.015" EndTime="362.704" Participant="me011">
    <Segment StartTime="363.600" EndTime="364.485" Participant="mn082">
    <Segment StartTime="364.485" EndTime="366.314" Participant="mn082">
    <Segment StartTime="366.314" EndTime="368.428" Participant="mn082">
    <Segment StartTime="368.850" EndTime="370.865" Participant="mn082">
    <Segment StartTime="368.850" EndTime="370.865" Participant="me011">
    <Segment StartTime="371.650" EndTime="372.663" Participant="mn082">
    <Segment StartTime="372.840" EndTime="374.384" Participant="mn082">
    <Segment StartTime="374.771" EndTime="375.783" Participant="mn082">
    <Segment StartTime="376.068" EndTime="379.488" Participant="mn082">
    <Segment StartTime="379.613" EndTime="380.920" Participant="mn021">
    <Segment StartTime="379.868" EndTime="381.257" Participant="mn082">
    <Segment StartTime="381.257" EndTime="383.592" Participant="mn082">
    <Segment StartTime="382.872" EndTime="390.318" Participant="fn083">
    <Segment StartTime="384.487" EndTime="388.380" Participant="mn082">
    <Segment StartTime="388.680" EndTime="392.342" Participant="mn082">
    <Segment StartTime="392.661" EndTime="394.726" Participant="mn082">
    <Segment StartTime="395.147" EndTime="398.131" Participant="mn082">
    <Segment StartTime="398.680" EndTime="401.883" Participant="mn082">
    <Segment StartTime="400.220" EndTime="400.901" Participant="mn021">
    <Segment StartTime="402.239" EndTime="404.770" Participant="mn082">
    <Segment StartTime="405.097" EndTime="408.011" Participant="mn082">
    <Segment StartTime="408.460" EndTime="413.035" Participant="mn082">
    <Segment StartTime="413.485" EndTime="416.120" Participant="mn082">
    <Segment StartTime="416.500" EndTime="417.902" Participant="mn082">
    <Segment StartTime="418.609" EndTime="422.423" Participant="mn082">
    <Segment StartTime="423.034" EndTime="423.859" Participant="mn082">
    <Segment StartTime="423.859" EndTime="424.994" Participant="mn082">
    <Segment StartTime="425.492" EndTime="428.039" Participant="mn082">
    <Segment StartTime="428.530" EndTime="430.278" Participant="mn082">
    <Segment StartTime="430.700" EndTime="437.442" Participant="mn082">
    <Segment StartTime="438.079" EndTime="439.565" Participant="mn082">
    <Segment StartTime="440.160" EndTime="442.201" Participant="mn082">
    <Segment StartTime="442.463" EndTime="444.281" Participant="mn082">
    <Segment StartTime="444.605" EndTime="445.056" Participant="mn082">
    <Segment StartTime="445.568" EndTime="448.140" Participant="mn082">
    <Segment StartTime="447.225" EndTime="447.589" Participant="mn021">
    <Segment StartTime="448.428" EndTime="449.469" Participant="mn082">
    <Segment StartTime="449.278" EndTime="450.403" Participant="mn021">
    <Segment StartTime="449.278" EndTime="450.869" CloseMic="false">
    <Segment StartTime="450.150" EndTime="450.667" Participant="mn082">
    <Segment StartTime="450.869" EndTime="451.242" Participant="mn021">
    <Segment StartTime="451.242" EndTime="455.731" Participant="mn021">
    <Segment StartTime="451.503" EndTime="453.878" Participant="fn083">
    <Segment StartTime="456.277" EndTime="459.340" Participant="mn021">
    <Segment StartTime="456.277" EndTime="459.340" Participant="fn083">
    <Segment StartTime="459.765" EndTime="461.475" Participant="mn021">
    <Segment StartTime="461.475" EndTime="463.090" Participant="mn021">
    <Segment StartTime="463.090" EndTime="464.824" Participant="mn021">
    <Segment StartTime="464.824" EndTime="467.769" Participant="mn021">
    <Segment StartTime="467.769" EndTime="472.018" Participant="mn021">
    <Segment StartTime="472.018" EndTime="474.347" Participant="mn021">
    <Segment StartTime="474.347" EndTime="475.492" Participant="mn021">
    <Segment StartTime="475.492" EndTime="476.466" Participant="mn021">
    <Segment StartTime="476.466" EndTime="479.489" Participant="mn021">
    <Segment StartTime="479.489" EndTime="481.833" Participant="mn021">
    <Segment StartTime="481.833" EndTime="484.760" Participant="mn021">
    <Segment StartTime="484.760" EndTime="485.613" Participant="mn021">
    <Segment StartTime="485.613" EndTime="488.262" Participant="mn021">
    <Segment StartTime="488.262" EndTime="492.410" Participant="mn021">
    <Segment StartTime="492.410" EndTime="492.929" Participant="mn021">
    <Segment StartTime="493.791" EndTime="494.912" Participant="mn021">
    <Segment StartTime="494.912" EndTime="497.584" Participant="mn021">
    <Segment StartTime="497.584" EndTime="498.878" Participant="mn021">
    <Segment StartTime="498.878" EndTime="500.058" Participant="mn021">
    <Segment StartTime="500.058" EndTime="501.443" Participant="mn021">
    <Segment StartTime="501.443" EndTime="504.535" Participant="mn021">
    <Segment StartTime="504.535" EndTime="505.839" Participant="mn021">
    <Segment StartTime="505.839" EndTime="507.490" Participant="mn021">
    <Segment StartTime="507.490" EndTime="509.386" Participant="mn021">
    <Segment StartTime="509.386" EndTime="511.371" Participant="mn021">
    <Segment StartTime="511.371" EndTime="511.965" Participant="mn021">
    <Segment StartTime="511.965" EndTime="513.675" Participant="mn021">
    <Segment StartTime="513.675" EndTime="514.726" Participant="mn021">
    <Segment StartTime="514.726" EndTime="517.502" Participant="mn021">
    <Segment StartTime="517.502" EndTime="519.207" Participant="mn021">
    <Segment StartTime="519.207" EndTime="522.140" Participant="mn021">
    <Segment StartTime="522.140" EndTime="523.569" Participant="mn021">
    <Segment StartTime="523.569" EndTime="527.055" Participant="mn021">
    <Segment StartTime="527.055" EndTime="527.931" Participant="mn021">
    <Segment StartTime="527.931" EndTime="529.012" Participant="mn021">
    <Segment StartTime="529.012" EndTime="531.252" Participant="mn021">
    <Segment StartTime="531.252" EndTime="535.016" Participant="mn021">
    <Segment StartTime="535.016" EndTime="536.318" Participant="mn021">
    <Segment StartTime="536.318" EndTime="538.034" Participant="mn021">
    <Segment StartTime="538.337" EndTime="539.280" Participant="mn021">
    <Segment StartTime="539.280" EndTime="541.406" Participant="mn021">
    <Segment StartTime="541.406" EndTime="543.456" Participant="mn021">
    <Segment StartTime="543.456" EndTime="543.861" Participant="mn021">
    <Segment StartTime="543.861" EndTime="546.870" Participant="mn021">
    <Segment StartTime="546.870" EndTime="550.599" Participant="mn021">
    <Segment StartTime="550.599" EndTime="552.739" Participant="mn021">
    <Segment StartTime="552.739" EndTime="556.360" Participant="mn021">
    <Segment StartTime="556.360" EndTime="557.508" Participant="mn021">
    <Segment StartTime="557.508" EndTime="559.038" Participant="mn021">
    <Segment StartTime="559.038" EndTime="561.443" Participant="mn021">
    <Segment StartTime="561.443" EndTime="562.195" Participant="mn021">
    <Segment StartTime="562.195" EndTime="565.622" Participant="mn021">
    <Segment StartTime="565.622" EndTime="568.836" Participant="mn021">
    <Segment StartTime="569.145" EndTime="574.030" Participant="mn021">
    <Segment StartTime="574.030" EndTime="576.923" Participant="mn021">
    <Segment StartTime="576.923" EndTime="578.797" Participant="mn021">
    <Segment StartTime="579.460" EndTime="580.682" Participant="mn021">
    <Segment StartTime="580.682" EndTime="583.570" Participant="mn021">
    <Segment StartTime="583.570" EndTime="584.378" Participant="mn021">
    <Segment StartTime="584.378" EndTime="588.022" Participant="mn021">
    <Segment StartTime="588.022" EndTime="589.997" Participant="mn021">
    <Segment StartTime="589.997" EndTime="591.770" Participant="mn021">
    <Segment StartTime="591.770" EndTime="592.623" Participant="mn021">
    <Segment StartTime="592.623" EndTime="594.418" Participant="mn021">
    <Segment StartTime="594.418" EndTime="595.205" Participant="mn021">
    <Segment StartTime="595.205" EndTime="598.400" Participant="mn021">
    <Segment StartTime="598.400" EndTime="600.764" Participant="mn021">
    <Segment StartTime="600.764" EndTime="602.855" Participant="mn021">
    <Segment StartTime="602.855" EndTime="605.060" Participant="mn021">
    <Segment StartTime="605.060" EndTime="608.760" Participant="mn021">
    <Segment StartTime="606.739" EndTime="608.164" Participant="mn081">
    <Segment StartTime="608.760" EndTime="612.341" Participant="mn021">
    <Segment StartTime="612.341" EndTime="614.229" Participant="mn021">
    <Segment StartTime="614.693" EndTime="618.013" Participant="mn021">
    <Segment StartTime="618.013" EndTime="619.108" Participant="mn021">
    <Segment StartTime="619.108" EndTime="622.692" Participant="mn021">
    <Segment StartTime="622.692" EndTime="624.771" Participant="mn021">
    <Segment StartTime="624.771" EndTime="627.780" Participant="mn021">
    <Segment StartTime="627.780" EndTime="630.962" Participant="mn021">
    <Segment StartTime="630.962" EndTime="632.751" Participant="mn021">
    <Segment StartTime="632.751" EndTime="634.912" Participant="mn021">
    <Segment StartTime="634.912" EndTime="636.229" Participant="mn021">
    <Segment StartTime="636.229" EndTime="639.070" Participant="mn021">
    <Segment StartTime="639.070" EndTime="640.190" Participant="mn021">
    <Segment StartTime="640.190" EndTime="640.857" Participant="mn021">
    <Segment StartTime="641.340" EndTime="642.584" Participant="mn021">
    <Segment StartTime="643.118" EndTime="644.109" Participant="mn021">
    <Segment StartTime="644.109" EndTime="650.244" Participant="mn021">
    <Segment StartTime="650.244" EndTime="654.619" Participant="mn021">
    <Segment StartTime="654.619" EndTime="656.537" Participant="mn021">
    <Segment StartTime="656.537" EndTime="657.747" Participant="mn021">
    <Segment StartTime="657.747" EndTime="659.615" Participant="mn021">
    <Segment StartTime="659.615" EndTime="661.322" Participant="mn021">
    <Segment StartTime="661.671" EndTime="663.197" Participant="mn021">
    <Segment StartTime="663.401" EndTime="664.372" Participant="mn021">
    <Segment StartTime="664.372" EndTime="666.932" Participant="mn021">
    <Segment StartTime="666.932" EndTime="669.468" Participant="mn021">
    <Segment StartTime="669.468" EndTime="673.399" Participant="mn021">
    <Segment StartTime="673.399" EndTime="675.159" Participant="mn021">
    <Segment StartTime="675.159" EndTime="677.374" Participant="mn021">
    <Segment StartTime="677.842" EndTime="682.284" Participant="mn021">
    <Segment StartTime="682.284" EndTime="682.847" Participant="mn021">
    <Segment StartTime="682.774" EndTime="683.294" Participant="mn082">
    <Segment StartTime="683.294" EndTime="684.728" Participant="mn082">
    <Segment StartTime="683.294" EndTime="683.876" Participant="mn021">
    <Segment StartTime="685.090" EndTime="687.524" Participant="mn082">
    <Segment StartTime="687.498" EndTime="687.836" Participant="mn021">
    <Segment StartTime="687.973" EndTime="690.410" Participant="mn082">
    <Segment StartTime="689.372" EndTime="689.926" Participant="mn021">
    <Segment StartTime="690.713" EndTime="691.084" Participant="mn082">
    <Segment StartTime="691.360" EndTime="693.385" Participant="mn082">
    <Segment StartTime="692.345" EndTime="692.878" Participant="mn021">
    <Segment StartTime="693.617" EndTime="695.694" Participant="mn082">
    <Segment StartTime="695.949" EndTime="696.500" Participant="mn021">
    <Segment StartTime="696.477" EndTime="697.109" Participant="mn082">
    <Segment StartTime="697.109" EndTime="697.513" Participant="mn082">
    <Segment StartTime="697.513" EndTime="700.320" Participant="mn082">
    <Segment StartTime="700.739" EndTime="701.474" Participant="mn082">
    <Segment StartTime="702.120" EndTime="706.184" Participant="mn082">
    <Segment StartTime="706.401" EndTime="707.396" Participant="fn083">
    <Segment StartTime="706.804" EndTime="708.241" Participant="mn082">
    <Segment StartTime="708.241" EndTime="708.835" Participant="mn082">
    <Segment StartTime="708.835" EndTime="710.854" Participant="mn082">
    <Segment StartTime="710.434" EndTime="712.129" Participant="fn083">
    <Segment StartTime="711.258" EndTime="712.897" Participant="mn082">
    <Segment StartTime="713.277" EndTime="715.490" Participant="mn082">
